state_name,district_name,crop_year,season,crop,area,production
andaman and nicobar islands,nicobars,2000,kharif,arecanut,1254.0,2000.0
andaman and nicobar islands,nicobars,2000,kharif,other kharif pulses,2.0,1.0
andaman and nicobar islands,nicobars,2000,kharif,rice,102.0,321.0
andaman and nicobar islands,nicobars,2000,whole year,banana,176.0,641.0
andaman and nicobar islands,nicobars,2000,whole year,cashewnut,720.0,165.0
andaman and nicobar islands,nicobars,2000,whole year,coconut,18168.0,65100000.0
andaman and nicobar islands,nicobars,2000,whole year,dry ginger,36.0,100.0
andaman and nicobar islands,nicobars,2000,whole year,sugarcane,1.0,2.0
andaman and nicobar islands,nicobars,2000,whole year,sweet potato,5.0,15.0
andaman and nicobar islands,nicobars,2000,whole year,tapioca,40.0,169.0
andaman and nicobar islands,nicobars,2001,kharif,arecanut,1254.0,2061.0
andaman and nicobar islands,nicobars,2001,kharif,other kharif pulses,2.0,1.0
andaman and nicobar islands,nicobars,2001,kharif,rice,83.0,300.0
andaman and nicobar islands,nicobars,2001,whole year,cashewnut,719.0,192.0
andaman and nicobar islands,nicobars,2001,whole year,coconut,18190.0,64430000.0
andaman and nicobar islands,nicobars,2001,whole year,dry ginger,46.0,100.0
andaman and nicobar islands,nicobars,2001,whole year,sugarcane,1.0,1.0
andaman and nicobar islands,nicobars,2001,whole year,sweet potato,11.0,33.0
andaman and nicobar islands,nicobars,2002,kharif,rice,189.2,510.84
andaman and nicobar islands,nicobars,2002,whole year,arecanut,1258.0,2083.0
andaman and nicobar islands,nicobars,2002,whole year,banana,213.0,1278.0
andaman and nicobar islands,nicobars,2002,whole year,black pepper,63.0,13.5
andaman and nicobar islands,nicobars,2002,whole year,cashewnut,719.0,208.0
andaman and nicobar islands,nicobars,2002,whole year,coconut,18240.0,67490000.0
andaman and nicobar islands,nicobars,2002,whole year,dry chillies,413.0,28.8
andaman and nicobar islands,nicobars,2002,whole year,dry ginger,47.3,133.0
andaman and nicobar islands,nicobars,2002,whole year,sugarcane,5.0,40.0
andaman and nicobar islands,nicobars,2003,kharif,rice,52.0,90.17
andaman and nicobar islands,nicobars,2003,whole year,arecanut,1261.0,1525.0
andaman and nicobar islands,nicobars,2003,whole year,banana,266.0,1763.0
andaman and nicobar islands,nicobars,2003,whole year,black pepper,75.5,15.86
andaman and nicobar islands,nicobars,2003,whole year,cashewnut,717.0,208.5
andaman and nicobar islands,nicobars,2003,whole year,coconut,18284.74,68580000.0
andaman and nicobar islands,nicobars,2003,whole year,dry chillies,60.0,102.0
andaman and nicobar islands,nicobars,2003,whole year,dry ginger,102.0,326.4
andaman and nicobar islands,nicobars,2003,whole year,other oilseeds,4.2,0.3
andaman and nicobar islands,nicobars,2004,kharif,rice,52.94,72.57
andaman and nicobar islands,nicobars,2004,whole year,arecanut,1264.7,805.85
andaman and nicobar islands,nicobars,2004,whole year,banana,66.42,404.12
andaman and nicobar islands,nicobars,2004,whole year,black pepper,85.0,15.86
andaman and nicobar islands,nicobars,2004,whole year,cashewnut,683.5,197.9
andaman and nicobar islands,nicobars,2004,whole year,coconut,18394.7,52380000.0
andaman and nicobar islands,nicobars,2004,whole year,dry chillies,60.0,145.2
andaman and nicobar islands,nicobars,2004,whole year,dry ginger,118.0,366.0
andaman and nicobar islands,nicobars,2004,whole year,other oilseeds,1.0,0.11
andaman and nicobar islands,nicobars,2005,kharif,rice,2.09,12.06
andaman and nicobar islands,nicobars,2005,whole year,arecanut,795.67,729.0
andaman and nicobar islands,nicobars,2005,whole year,banana,22.0,582.0
andaman and nicobar islands,nicobars,2005,whole year,black pepper,41.0,0.1
andaman and nicobar islands,nicobars,2005,whole year,cashewnut,450.0,55.8
andaman and nicobar islands,nicobars,2005,whole year,coconut,13876.57,52030000.0
andaman and nicobar islands,nicobars,2005,whole year,dry chillies,17.0,729.0
andaman and nicobar islands,nicobars,2005,whole year,turmeric,10.0,70.0
andaman and nicobar islands,nicobars,2006,whole year,arecanut,896.0,477.6
andaman and nicobar islands,nicobars,2006,whole year,banana,198.0,976.0
andaman and nicobar islands,nicobars,2006,whole year,black pepper,22.16,0.68
andaman and nicobar islands,nicobars,2006,whole year,cashewnut,450.0,85.13
andaman and nicobar islands,nicobars,2006,whole year,coconut,14358.0,59370000.0
andaman and nicobar islands,nicobars,2006,whole year,dry chillies,3.0,9.0
andaman and nicobar islands,nicobars,2006,whole year,dry ginger,6.0,21.0
andaman and nicobar islands,nicobars,2006,whole year,sugarcane,0.2,0.5
andaman and nicobar islands,nicobars,2006,whole year,sweet potato,18.0,86.0
andaman and nicobar islands,nicobars,2006,whole year,tapioca,52.03,450.0
andaman and nicobar islands,nicobars,2006,whole year,turmeric,2.5,1.03
andaman and nicobar islands,nicobars,2010,autumn,rice,3.5,10.0
andaman and nicobar islands,nicobars,2010,autumn,sugarcane,13.4,41.75
andaman and nicobar islands,nicobars,2010,rabi,arecanut,944.0,1610.0
andaman and nicobar islands,nicobars,2010,rabi,black pepper,23.0,8.5
andaman and nicobar islands,nicobars,2010,rabi,cashewnut,1000.5,260.5
andaman and nicobar islands,nicobars,2010,rabi,dry chillies,12.0,25.0
andaman and nicobar islands,nicobars,2010,rabi,dry ginger,7.0,9.64
andaman and nicobar islands,nicobars,2010,rabi,maize,3.84,18.22
andaman and nicobar islands,nicobars,2010,rabi,moong(green gram),1.5,1.1
andaman and nicobar islands,nicobars,2010,rabi,sweet potato,22.0,208.0
andaman and nicobar islands,nicobars,2010,rabi,turmeric,2.0,0.5
andaman and nicobar islands,nicobars,2010,rabi,urad,1.5,1.16
andaman and nicobar islands,nicobars,2010,whole year,banana,593.0,3425.0
andaman and nicobar islands,nicobars,2010,whole year,coconut,14560.0,71300000.0
andaman and nicobar islands,nicobars,2010,whole year,tapioca,69.0,575.0
andaman and nicobar islands,north and middle andaman,2000,kharif,arecanut,3100.0,5200.0
andaman and nicobar islands,north and middle andaman,2000,kharif,other kharif pulses,668.0,448.0
andaman and nicobar islands,north and middle andaman,2000,kharif,rice,10779.0,31863.0
andaman and nicobar islands,north and middle andaman,2000,whole year,banana,1531.0,12073.0
andaman and nicobar islands,north and middle andaman,2000,whole year,cashewnut,80.0,54.0
andaman and nicobar islands,north and middle andaman,2000,whole year,coconut,6992.0,23900000.0
andaman and nicobar islands,north and middle andaman,2000,whole year,dry ginger,352.0,1120.0
andaman and nicobar islands,north and middle andaman,2000,whole year,other oilseeds,133.0,55.0
andaman and nicobar islands,north and middle andaman,2000,whole year,sugarcane,141.0,3736.0
andaman and nicobar islands,north and middle andaman,2000,whole year,sweet potato,78.0,843.0
andaman and nicobar islands,north and middle andaman,2000,whole year,tapioca,160.0,2108.0
andaman and nicobar islands,north and middle andaman,2001,kharif,arecanut,3100.0,5239.0
andaman and nicobar islands,north and middle andaman,2001,kharif,other kharif pulses,418.0,199.0
andaman and nicobar islands,north and middle andaman,2001,kharif,rice,9718.0,27033.0
andaman and nicobar islands,north and middle andaman,2001,whole year,cashewnut,81.0,33.0
andaman and nicobar islands,north and middle andaman,2001,whole year,coconut,7015.0,25250000.0
andaman and nicobar islands,north and middle andaman,2001,whole year,dry ginger,344.0,1124.0
andaman and nicobar islands,north and middle andaman,2001,whole year,sugarcane,81.0,2379.0
andaman and nicobar islands,north and middle andaman,2001,whole year,sweet potato,100.0,5.0
andaman and nicobar islands,north and middle andaman,2006,kharif,rice,6854.3,18995.62
andaman and nicobar islands,north and middle andaman,2006,whole year,arecanut,1160.0,3011.7
andaman and nicobar islands,north and middle andaman,2006,whole year,banana,957.57,8582.0
andaman and nicobar islands,north and middle andaman,2006,whole year,black pepper,175.0,191.14
andaman and nicobar islands,north and middle andaman,2006,whole year,cashewnut,40.5,44.0
andaman and nicobar islands,north and middle andaman,2006,whole year,coconut,3575.0,15400000.0
andaman and nicobar islands,north and middle andaman,2006,whole year,dry chillies,235.72,824.3
andaman and nicobar islands,north and middle andaman,2006,whole year,dry ginger,98.66,929.0
andaman and nicobar islands,north and middle andaman,2006,whole year,other oilseeds,35.62,21.4
andaman and nicobar islands,north and middle andaman,2006,whole year,sugarcane,71.3,1500.0
andaman and nicobar islands,north and middle andaman,2006,whole year,sweet potato,30.0,240.0
andaman and nicobar islands,north and middle andaman,2006,whole year,tapioca,255.0,1420.0
andaman and nicobar islands,north and middle andaman,2006,whole year,turmeric,68.0,408.0
andaman and nicobar islands,north and middle andaman,2010,autumn,rice,6791.0,20118.0
andaman and nicobar islands,north and middle andaman,2010,autumn,sugarcane,73.33,889.2
andaman and nicobar islands,north and middle andaman,2010,rabi,arecanut,1296.0,2290.0
andaman and nicobar islands,north and middle andaman,2010,rabi,arhar/tur,294.5,90.8
andaman and nicobar islands,north and middle andaman,2010,rabi,black pepper,168.0,13.5
andaman and nicobar islands,north and middle andaman,2010,rabi,cashewnut,84.5,39.0
andaman and nicobar islands,north and middle andaman,2010,rabi,dry chillies,254.0,402.0
andaman and nicobar islands,north and middle andaman,2010,rabi,dry ginger,110.0,1011.84
andaman and nicobar islands,north and middle andaman,2010,rabi,groundnut,4.75,6.8
andaman and nicobar islands,north and middle andaman,2010,rabi,maize,86.7,96.4
andaman and nicobar islands,north and middle andaman,2010,rabi,moong(green gram),1168.6,556.55
andaman and nicobar islands,north and middle andaman,2010,rabi,sunflower,2.9,1.9
andaman and nicobar islands,north and middle andaman,2010,rabi,sweet potato,109.0,480.0
andaman and nicobar islands,north and middle andaman,2010,rabi,turmeric,68.0,376.5
andaman and nicobar islands,north and middle andaman,2010,rabi,urad,1059.5,458.79
andaman and nicobar islands,north and middle andaman,2010,whole year,banana,657.0,7968.0
andaman and nicobar islands,north and middle andaman,2010,whole year,coconut,3668.0,12700000.0
andaman and nicobar islands,north and middle andaman,2010,whole year,tapioca,186.5,1355.0
andaman and nicobar islands,south andamans,2002,kharif,rice,10695.8,31600.82
andaman and nicobar islands,south andamans,2002,whole year,arecanut,3105.0,5267.0
andaman and nicobar islands,south andamans,2002,whole year,banana,1524.0,10882.0
andaman and nicobar islands,south andamans,2002,whole year,black pepper,487.0,102.5
andaman and nicobar islands,south andamans,2002,whole year,cashewnut,81.0,24.0
andaman and nicobar islands,south andamans,2002,whole year,coconut,7060.0,26830000.0
andaman and nicobar islands,south andamans,2002,whole year,dry chillies,239.0,20.9
andaman and nicobar islands,south andamans,2002,whole year,dry ginger,352.0,1145.0
andaman and nicobar islands,south andamans,2002,whole year,other oilseeds,85.1,40.31
andaman and nicobar islands,south andamans,2002,whole year,sugarcane,455.0,13760.0
andaman and nicobar islands,south andamans,2003,kharif,rice,10509.37,30760.7
andaman and nicobar islands,south andamans,2003,whole year,arecanut,3118.0,5182.0
andaman and nicobar islands,south andamans,2003,whole year,banana,1530.0,11558.0
andaman and nicobar islands,south andamans,2003,whole year,black pepper,497.0,104.37
andaman and nicobar islands,south andamans,2003,whole year,cashewnut,116.5,26.14
andaman and nicobar islands,south andamans,2003,whole year,coconut,7110.0,26660000.0
andaman and nicobar islands,south andamans,2003,whole year,dry chillies,340.0,578.0
andaman and nicobar islands,south andamans,2003,whole year,dry ginger,406.0,1299.2
andaman and nicobar islands,south andamans,2003,whole year,other oilseeds,82.09,35.51
andaman and nicobar islands,south andamans,2003,whole year,sugarcane,268.0,2879.52
andaman and nicobar islands,south andamans,2004,kharif,rice,10681.98,29119.66
andaman and nicobar islands,south andamans,2004,whole year,arecanut,3160.67,3975.2
andaman and nicobar islands,south andamans,2004,whole year,banana,1912.1,17374.4
andaman and nicobar islands,south andamans,2004,whole year,black pepper,570.0,104.36
andaman and nicobar islands,south andamans,2004,whole year,cashewnut,116.5,25.1
andaman and nicobar islands,south andamans,2004,whole year,coconut,7156.7,34750000.0
andaman and nicobar islands,south andamans,2004,whole year,dry chillies,340.0,822.8
andaman and nicobar islands,south andamans,2004,whole year,dry ginger,410.0,1462.0
andaman and nicobar islands,south andamans,2004,whole year,other oilseeds,89.3,46.5
andaman and nicobar islands,south andamans,2004,whole year,sugarcane,145.26,1560.0
andaman and nicobar islands,south andamans,2005,kharif,rice,8683.38,25870.98
andaman and nicobar islands,south andamans,2005,whole year,arecanut,3250.78,3058.46
andaman and nicobar islands,south andamans,2005,whole year,banana,1656.8,10251.13
andaman and nicobar islands,south andamans,2005,whole year,black pepper,656.45,35.95
andaman and nicobar islands,south andamans,2005,whole year,cashewnut,118.5,30.22
andaman and nicobar islands,south andamans,2005,whole year,coconut,7050.45,26430000.0
andaman and nicobar islands,south andamans,2005,whole year,dry chillies,370.7,877.6
andaman and nicobar islands,south andamans,2005,whole year,dry ginger,200.0,1800.0
andaman and nicobar islands,south andamans,2005,whole year,other oilseeds,53.55,34.2
andaman and nicobar islands,south andamans,2005,whole year,sugarcane,128.02,2448.2
andaman and nicobar islands,south andamans,2005,whole year,sweet potato,131.9,700.35
andaman and nicobar islands,south andamans,2005,whole year,tapioca,254.5,1480.0
andaman and nicobar islands,south andamans,2005,whole year,turmeric,81.7,572.0
andaman and nicobar islands,south andamans,2006,kharif,rice,921.87,2539.64
andaman and nicobar islands,south andamans,2006,whole year,arecanut,2000.0,2350.0
andaman and nicobar islands,south andamans,2006,whole year,banana,483.0,4150.0
andaman and nicobar islands,south andamans,2006,whole year,black pepper,413.1,20.18
andaman and nicobar islands,south andamans,2006,whole year,cashewnut,79.5,26.0
andaman and nicobar islands,south andamans,2006,whole year,coconut,3483.09,14190000.0
andaman and nicobar islands,south andamans,2006,whole year,dry chillies,124.6,34.7
andaman and nicobar islands,south andamans,2006,whole year,dry ginger,100.9,900.0
andaman and nicobar islands,south andamans,2006,whole year,other oilseeds,24.0,14.98
andaman and nicobar islands,south andamans,2006,whole year,sugarcane,53.5,999.5
andaman and nicobar islands,south andamans,2006,whole year,sweet potato,30.4,220.0
andaman and nicobar islands,south andamans,2006,whole year,tapioca,40.0,160.0
andaman and nicobar islands,south andamans,2006,whole year,turmeric,10.0,60.0
andaman and nicobar islands,south andamans,2010,autumn,rice,1595.5,3788.0
andaman and nicobar islands,south andamans,2010,autumn,sugarcane,67.5,402.0
andaman and nicobar islands,south andamans,2010,rabi,arecanut,1912.0,1900.0
andaman and nicobar islands,south andamans,2010,rabi,arhar/tur,20.5,13.2
andaman and nicobar islands,south andamans,2010,rabi,black pepper,409.0,98.0
andaman and nicobar islands,south andamans,2010,rabi,cashewnut,15.0,10.5
andaman and nicobar islands,south andamans,2010,rabi,dry chillies,128.0,148.0
andaman and nicobar islands,south andamans,2010,rabi,dry ginger,94.0,828.52
andaman and nicobar islands,south andamans,2010,rabi,groundnut,15.5,7.6
andaman and nicobar islands,south andamans,2010,rabi,maize,73.0,253.0
andaman and nicobar islands,south andamans,2010,rabi,moong(green gram),29.9,17.85
andaman and nicobar islands,south andamans,2010,rabi,sunflower,1.0,0.5
andaman and nicobar islands,south andamans,2010,rabi,sweet potato,32.0,235.0
andaman and nicobar islands,south andamans,2010,rabi,turmeric,10.0,105.0
andaman and nicobar islands,south andamans,2010,rabi,urad,34.0,15.05
andaman and nicobar islands,south andamans,2010,whole year,banana,360.0,5517.0
andaman and nicobar islands,south andamans,2010,whole year,coconut,3540.0,11000000.0
andaman and nicobar islands,south andamans,2010,whole year,tapioca,22.5,220.0
andhra pradesh,anantapur,1997,kharif,arhar/tur,21400.0,2600.0
andhra pradesh,anantapur,1997,kharif,bajra,1400.0,500.0
andhra pradesh,anantapur,1997,kharif,castor seed,1000.0,100.0
andhra pradesh,anantapur,1997,kharif,cotton(lint),7300.0,9400.0
andhra pradesh,anantapur,1997,kharif,dry chillies,3700.0,7100.0
andhra pradesh,anantapur,1997,kharif,groundnut,650800.0,228400.0
andhra pradesh,anantapur,1997,kharif,horse-gram,3300.0,1000.0
andhra pradesh,anantapur,1997,kharif,jowar,10100.0,10200.0
andhra pradesh,anantapur,1997,kharif,korra,2200.0,700.0
andhra pradesh,anantapur,1997,kharif,maize,2800.0,4900.0
andhra pradesh,anantapur,1997,kharif,moong(green gram),1300.0,500.0
andhra pradesh,anantapur,1997,kharif,other kharif pulses,800.0,100.0
andhra pradesh,anantapur,1997,kharif,ragi,6700.0,11800.0
andhra pradesh,anantapur,1997,kharif,rice,35600.0,75400.0
andhra pradesh,anantapur,1997,kharif,sugarcane,700.0,72900.0
andhra pradesh,anantapur,1997,kharif,sunflower,35900.0,11100.0
andhra pradesh,anantapur,1997,kharif,tobacco,200.0,200.0
andhra pradesh,anantapur,1997,rabi,dry chillies,100.0,100.0
andhra pradesh,anantapur,1997,rabi,gram,28000.0,14800.0
andhra pradesh,anantapur,1997,rabi,groundnut,20200.0,21700.0
andhra pradesh,anantapur,1997,rabi,horse-gram,600.0,200.0
andhra pradesh,anantapur,1997,rabi,jowar,18800.0,9400.0
andhra pradesh,anantapur,1997,rabi,korra,100.0,100.0
andhra pradesh,anantapur,1997,rabi,maize,600.0,2400.0
andhra pradesh,anantapur,1997,rabi,ragi,600.0,1000.0
andhra pradesh,anantapur,1997,rabi,rice,18000.0,37300.0
andhra pradesh,anantapur,1997,rabi,sunflower,30100.0,11100.0
andhra pradesh,anantapur,1997,rabi,wheat,300.0,200.0
andhra pradesh,anantapur,1998,kharif,arhar/tur,27400.0,9100.0
andhra pradesh,anantapur,1998,kharif,bajra,2600.0,1900.0
andhra pradesh,anantapur,1998,kharif,castor seed,3200.0,1000.0
andhra pradesh,anantapur,1998,kharif,cotton(lint),14000.0,12900.0
andhra pradesh,anantapur,1998,kharif,dry chillies,4000.0,10000.0
andhra pradesh,anantapur,1998,kharif,groundnut,755200.0,867800.0
andhra pradesh,anantapur,1998,kharif,horse-gram,2300.0,900.0
andhra pradesh,anantapur,1998,kharif,jowar,3700.0,5800.0
andhra pradesh,anantapur,1998,kharif,korra,4600.0,3400.0
andhra pradesh,anantapur,1998,kharif,maize,3300.0,6700.0
andhra pradesh,anantapur,1998,kharif,moong(green gram),2100.0,1300.0
andhra pradesh,anantapur,1998,kharif,other kharif pulses,2000.0,300.0
andhra pradesh,anantapur,1998,kharif,ragi,7000.0,14900.0
andhra pradesh,anantapur,1998,kharif,rice,38300.0,96800.0
andhra pradesh,anantapur,1998,kharif,sunflower,21300.0,12200.0
andhra pradesh,anantapur,1998,rabi,dry chillies,200.0,200.0
andhra pradesh,anantapur,1998,rabi,gram,26200.0,25900.0
andhra pradesh,anantapur,1998,rabi,groundnut,25900.0,35800.0
andhra pradesh,anantapur,1998,rabi,horse-gram,700.0,500.0
andhra pradesh,anantapur,1998,rabi,jowar,14800.0,22100.0
andhra pradesh,anantapur,1998,rabi,maize,300.0,1600.0
andhra pradesh,anantapur,1998,rabi,ragi,700.0,1200.0
andhra pradesh,anantapur,1998,rabi,rice,26600.0,63900.0
andhra pradesh,anantapur,1998,rabi,sunflower,13500.0,3300.0
andhra pradesh,anantapur,1998,rabi,wheat,400.0,200.0
andhra pradesh,anantapur,1998,whole year,sugarcane,700.0,65900.0
andhra pradesh,anantapur,1998,whole year,tobacco,100.0,100.0
andhra pradesh,anantapur,1999,kharif,bajra,1635.0,889.0
andhra pradesh,anantapur,1999,kharif,castor seed,1880.0,355.0
andhra pradesh,anantapur,1999,kharif,cotton(lint),9453.0,10510.0
andhra pradesh,anantapur,1999,kharif,groundnut,694865.0,249457.0
andhra pradesh,anantapur,1999,kharif,horse-gram,1762.0,495.0
andhra pradesh,anantapur,1999,kharif,jowar,11131.0,14582.0
andhra pradesh,anantapur,1999,kharif,maize,3358.0,9540.0
andhra pradesh,anantapur,1999,kharif,masoor,23117.0,3861.0
andhra pradesh,anantapur,1999,kharif,moong(green gram),1546.0,1098.0
andhra pradesh,anantapur,1999,kharif,ragi,6215.0,11467.0
andhra pradesh,anantapur,1999,kharif,rice,37991.0,105082.0
andhra pradesh,anantapur,1999,kharif,sesamum,8.0,2.0
andhra pradesh,anantapur,1999,kharif,urad,4.0,2.0
andhra pradesh,anantapur,1999,rabi,bajra,99.0,54.0
andhra pradesh,anantapur,1999,rabi,gram,26835.0,9365.0
andhra pradesh,anantapur,1999,rabi,groundnut,21785.0,25358.0
andhra pradesh,anantapur,1999,rabi,horse-gram,1071.0,327.0
andhra pradesh,anantapur,1999,rabi,jowar,21487.0,30576.0
andhra pradesh,anantapur,1999,rabi,linseed,12.0,1.0
andhra pradesh,anantapur,1999,rabi,maize,455.0,2203.0
andhra pradesh,anantapur,1999,rabi,masoor,98.0,10.0
andhra pradesh,anantapur,1999,rabi,moong(green gram),1.0,1.0
andhra pradesh,anantapur,1999,rabi,ragi,734.0,1180.0
andhra pradesh,anantapur,1999,rabi,rice,20258.0,45669.0
andhra pradesh,anantapur,1999,rabi,safflower,881.0,145.0
andhra pradesh,anantapur,1999,rabi,sesamum,10.0,2.0
andhra pradesh,anantapur,1999,rabi,wheat,439.0,294.0
andhra pradesh,anantapur,1999,whole year,dry chillies,5199.0,5759.0
andhra pradesh,anantapur,1999,whole year,onion,1770.0,32364.0
andhra pradesh,anantapur,1999,whole year,sugarcane,884.0,83126.0
andhra pradesh,anantapur,2000,kharif,arhar/tur,30693.0,7888.0
andhra pradesh,anantapur,2000,kharif,bajra,2477.0,1449.0
andhra pradesh,anantapur,2000,kharif,castor seed,9315.0,2831.0
andhra pradesh,anantapur,2000,kharif,cotton(lint),12025.0,16128.0
andhra pradesh,anantapur,2000,kharif,dry chillies,3755.0,10146.0
andhra pradesh,anantapur,2000,kharif,gram,21.0,14.0
andhra pradesh,anantapur,2000,kharif,groundnut,791559.0,884963.0
andhra pradesh,anantapur,2000,kharif,horse-gram,601.0,215.0
andhra pradesh,anantapur,2000,kharif,jowar,5071.0,14351.0
andhra pradesh,anantapur,2000,kharif,korra,1626.0,1143.0
andhra pradesh,anantapur,2000,kharif,maize,3475.0,9049.0
andhra pradesh,anantapur,2000,kharif,moong(green gram),1744.0,774.0
andhra pradesh,anantapur,2000,kharif,onion,1103.0,15470.0
andhra pradesh,anantapur,2000,kharif,other kharif pulses,3167.0,559.0
andhra pradesh,anantapur,2000,kharif,other misc. pulses,1292.0,214.0
andhra pradesh,anantapur,2000,kharif,ragi,6613.0,16923.0
andhra pradesh,anantapur,2000,kharif,rice,39905.0,117680.0
andhra pradesh,anantapur,2000,kharif,samai,21.0,5.0
andhra pradesh,anantapur,2000,kharif,sesamum,5.0,1.0
andhra pradesh,anantapur,2000,kharif,small millets,1647.0,1148.0
andhra pradesh,anantapur,2000,kharif,sunflower,30606.0,24590.0
andhra pradesh,anantapur,2000,kharif,urad,135.0,8.0
andhra pradesh,anantapur,2000,rabi,arhar/tur,35.0,9.0
andhra pradesh,anantapur,2000,rabi,bajra,317.0,185.0
andhra pradesh,anantapur,2000,rabi,dry chillies,71.0,81.0
andhra pradesh,anantapur,2000,rabi,gram,33858.0,22685.0
andhra pradesh,anantapur,2000,rabi,groundnut,23048.0,23832.0
andhra pradesh,anantapur,2000,rabi,horse-gram,377.0,80.0
andhra pradesh,anantapur,2000,rabi,jowar,15242.0,16980.0
andhra pradesh,anantapur,2000,rabi,korra,96.0,67.0
andhra pradesh,anantapur,2000,rabi,linseed,8.0,2.0
andhra pradesh,anantapur,2000,rabi,maize,399.0,2148.0
andhra pradesh,anantapur,2000,rabi,onion,482.0,11514.0
andhra pradesh,anantapur,2000,rabi,ragi,909.0,1312.0
andhra pradesh,anantapur,2000,rabi,rice,22099.0,57236.0
andhra pradesh,anantapur,2000,rabi,safflower,703.0,129.0
andhra pradesh,anantapur,2000,rabi,small millets,96.0,67.0
andhra pradesh,anantapur,2000,rabi,urad,363.0,292.0
andhra pradesh,anantapur,2000,rabi,wheat,520.0,297.0
andhra pradesh,anantapur,2000,whole year,arecanut,252.0,696.0
andhra pradesh,anantapur,2000,whole year,banana,769.0,11693.0
andhra pradesh,anantapur,2000,whole year,coconut,908.0,3896970.0
andhra pradesh,anantapur,2000,whole year,coriander,8953.0,2266.0
andhra pradesh,anantapur,2000,whole year,potato,4.0,34.0
andhra pradesh,anantapur,2000,whole year,sugarcane,284.0,25395.0
andhra pradesh,anantapur,2000,whole year,sweet potato,28.0,379.0
andhra pradesh,anantapur,2000,whole year,tobacco,89.0,114.0
andhra pradesh,anantapur,2000,whole year,turmeric,39.0,272.0
andhra pradesh,anantapur,2001,kharif,arhar/tur,27942.0,7628.0
andhra pradesh,anantapur,2001,kharif,bajra,1595.0,526.0
andhra pradesh,anantapur,2001,kharif,castor seed,3191.0,900.0
andhra pradesh,anantapur,2001,kharif,cotton(lint),8552.0,9055.0
andhra pradesh,anantapur,2001,kharif,dry chillies,3765.0,7127.0
andhra pradesh,anantapur,2001,kharif,gram,16.0,17.0
andhra pradesh,anantapur,2001,kharif,groundnut,758700.0,333828.0
andhra pradesh,anantapur,2001,kharif,horse-gram,649.0,60.0
andhra pradesh,anantapur,2001,kharif,jowar,3900.0,6720.0
andhra pradesh,anantapur,2001,kharif,korra,1434.0,627.0
andhra pradesh,anantapur,2001,kharif,maize,2667.0,7129.0
andhra pradesh,anantapur,2001,kharif,moong(green gram),1511.0,730.0
andhra pradesh,anantapur,2001,kharif,onion,1165.0,19232.0
andhra pradesh,anantapur,2001,kharif,other kharif pulses,2496.0,324.0
andhra pradesh,anantapur,2001,kharif,ragi,5124.0,12405.0
andhra pradesh,anantapur,2001,kharif,rice,32878.0,95609.0
andhra pradesh,anantapur,2001,kharif,small millets,1434.0,627.0
andhra pradesh,anantapur,2001,kharif,sunflower,51610.0,33580.0
andhra pradesh,anantapur,2001,kharif,urad,487.0,176.0
andhra pradesh,anantapur,2001,rabi,arhar/tur,5.0,1.0
andhra pradesh,anantapur,2001,rabi,bajra,27.0,9.0
andhra pradesh,anantapur,2001,rabi,dry chillies,108.0,168.0
andhra pradesh,anantapur,2001,rabi,gram,47894.0,50145.0
andhra pradesh,anantapur,2001,rabi,groundnut,18773.0,29192.0
andhra pradesh,anantapur,2001,rabi,horse-gram,417.0,226.0
andhra pradesh,anantapur,2001,rabi,jowar,15170.0,17446.0
andhra pradesh,anantapur,2001,rabi,linseed,5.0,1.0
andhra pradesh,anantapur,2001,rabi,maize,447.0,2893.0
andhra pradesh,anantapur,2001,rabi,moong(green gram),40.0,12.0
andhra pradesh,anantapur,2001,rabi,onion,380.0,8465.0
andhra pradesh,anantapur,2001,rabi,other  rabi pulses,1.0,1.0
andhra pradesh,anantapur,2001,rabi,ragi,544.0,725.0
andhra pradesh,anantapur,2001,rabi,rice,38119.0,108906.0
andhra pradesh,anantapur,2001,rabi,safflower,3768.0,528.0
andhra pradesh,anantapur,2001,rabi,sesamum,2.0,1.0
andhra pradesh,anantapur,2001,rabi,urad,127.0,86.0
andhra pradesh,anantapur,2001,rabi,wheat,307.0,213.0
andhra pradesh,anantapur,2001,whole year,arecanut,257.0,430.0
andhra pradesh,anantapur,2001,whole year,banana,1582.0,462.0
andhra pradesh,anantapur,2001,whole year,coconut,851.0,3053700.0
andhra pradesh,anantapur,2001,whole year,coriander,4741.0,1119.0
andhra pradesh,anantapur,2001,whole year,sugarcane,490.0,42470.0
andhra pradesh,anantapur,2001,whole year,sweet potato,31.0,411.0
andhra pradesh,anantapur,2001,whole year,tobacco,111.0,111.0
andhra pradesh,anantapur,2001,whole year,turmeric,8.0,40.0
andhra pradesh,anantapur,2002,kharif,arhar/tur,33454.0,6557.0
andhra pradesh,anantapur,2002,kharif,bajra,1925.0,581.0
andhra pradesh,anantapur,2002,kharif,castor seed,2050.0,416.0
andhra pradesh,anantapur,2002,kharif,cotton(lint),7638.0,7144.0
andhra pradesh,anantapur,2002,kharif,dry chillies,2737.0,6128.0
andhra pradesh,anantapur,2002,kharif,groundnut,732262.0,259953.0
andhra pradesh,anantapur,2002,kharif,horse-gram,947.0,140.0
andhra pradesh,anantapur,2002,kharif,jowar,2906.0,4545.0
andhra pradesh,anantapur,2002,kharif,korra,1000.0,100.0
